Epoch,Loss_D,Loss_G,Score_D,Score_G,Train_PSNR,Train_SSIM,PSNR,SSIM
36,1.0001443910598755,0.0073768733441829685,0.0015946373353654052,0.0014571374210299837,23.087706841526014,0.7275726532936097,22.58024568731955,0.7112778648734093
37,1.0001991748809815,0.007125063352286815,0.000643048322008326,0.0008143889104832169,23.226801969506063,0.7327442002296448,22.70388438699239,0.7108321192860604
38,1.0003311777114867,0.007272434048354625,0.0001557636982884958,0.00039827355231864203,23.13869092851926,0.7313237905502319,23.94093445003039,0.7233353927731514
39,1.0000531148910523,0.007797368615865707,6.080013627425274e-06,4.213422171062575e-05,22.73994997160045,0.7319341087341309,22.0059625138282,0.6923830398917198
40,0.999971981048584,0.00722249623388052,4.5201133382188896e-05,1.7145176913535565e-05,23.07647163721181,0.7303293085098267,23.675548503432324,0.7177099290490151
41,1.0000341892242433,0.0069672388210892675,3.866965718870574e-05,6.918116187190293e-05,23.429861248067162,0.7334421682357788,23.966048833433668,0.711479050219059
42,1.000292763710022,0.0076025228947401045,3.285268198396807e-05,0.0002772064405384356,22.854104559365336,0.7360517144203186,23.270648540507803,0.7133769911527633
43,0.9999923515319824,0.007643350083380938,1.6400338197115616e-05,8.570273083208235e-06,22.7856315072365,0.740995638370514,21.838242295554483,0.7051532685756683
44,1.0002336168289185,0.006443611886352301,2.209675588318305e-05,0.00010352362116989866,23.764696963444454,0.7493402791023255,23.01805930836781,0.7069978830218315
45,1.0000002956390381,0.00789208684116602,9.3740195570291e-08,3.433626651316857e-07,22.628541630909105,0.741807541847229,22.52678292443649,0.7220781257748604
46,1.0000719451904296,0.007723868135362863,3.051208298459618e-06,4.9617854758623184e-05,22.690561638123157,0.7265520286560059,22.657362487668582,0.7024612534046173
47,1.0000031757354737,0.007464414760470391,2.1290791374362072e-07,3.2460231316822076e-06,22.88366978250388,0.7384074234962463,23.309927993433885,0.712257591187954
48,1.0000002813339233,0.007236492577940226,1.4637367604874995e-07,4.1690647383907376e-07,23.151212371756028,0.7408184123039245,23.72048958985351,0.7151704168319702
49,1.0000015163421632,0.006944471076130867,7.261001462310901e-08,1.5797466737099698e-06,23.31373642461056,0.7393239617347718,23.478161062070587,0.726280790567398
50,0.9999998474121093,0.006699934080243111,3.291245538328269e-07,1.880448929014733e-07,23.593215953629915,0.741544086933136,23.1523578160388,0.7236500054597854
