Epoch,Loss_D,Loss_G,Score_D,Score_G,Train_PSNR,Train_SSIM,PSNR,SSIM
1,0.8282866287231445,0.03746917523443699,0.47831393957138063,0.2351735171675682,15.130514692198304,0.4066534864902496,15.641137289646547,0.4754848738014698
2,0.9684825253486633,0.018360225558280943,0.7161677360534668,0.65638023853302,18.034334468546938,0.49628426909446716,19.230809432377775,0.5026248130202293
3,0.9940129518508911,0.017093471959233286,0.5194213271141053,0.5029792284965515,18.393325896248243,0.5388443946838379,19.511759769916747,0.5377058163285255
4,0.9967694330215454,0.014488470256328583,0.4280471467971802,0.419204466342926,19.266295856187636,0.5536234307289124,19.0929927064566,0.5482133916020393
5,0.8963715314865113,0.01523951031267643,0.5732079482078553,0.4609735679626465,19.02168992609294,0.566596736907959,19.717019147545024,0.5408789105713367
6,0.9899858784675598,0.013468499332666396,0.6894158363342285,0.6814948749542237,19.51437608162128,0.586162405014038,18.198213695903647,0.5605249893665314
7,0.8377884221076966,0.012468569725751878,0.6423988151550293,0.4597606658935547,19.998861977006168,0.589378855228424,19.740978788329496,0.5680111388862134
8,0.9019818091392517,0.01139512363821268,0.7640630626678466,0.6617760050296784,20.372904699317104,0.6208054065704346,21.22857878793484,0.5951438400149346
9,1.025161771774292,0.010767332203686237,0.6989359188079834,0.7178282642364502,20.634832945246526,0.6167958831787109,19.370145369468098,0.5867515376210213
10,1.0001672220230102,0.011274635940790177,0.5700804996490478,0.5300527757406235,20.51161033574398,0.6247993850708008,20.646898370423404,0.6121475094556809
11,1.01105459690094,0.009952953234314919,0.3617574489116669,0.38935428142547607,21.204983487561353,0.6346135711669922,21.181564629576943,0.6180951952934265
12,0.9940294861793518,0.010108070150017738,0.39363717555999755,0.37030755043029784,21.0746983116781,0.650720694065094,21.164028219053108,0.6337386593222618
13,0.9768606925010681,0.010403920449316501,0.20653395473957062,0.1541059297323227,21.057662154425028,0.6482526564598083,22.1423245853812,0.6293005365133285
14,0.9833998250961303,0.00948317501693964,0.308499151468277,0.3187748980522156,21.560288509796514,0.6602636313438416,20.627914670520546,0.62598528444767
15,0.9969300889968872,0.009230610020458697,0.503577868938446,0.4864627313613892,21.571893334571506,0.6641148567199707,22.17064365064671,0.6468510311841965
16,1.0036202049255372,0.008959939293563366,0.41906851530075073,0.4115004026889801,21.697635782311,0.6719087290763855,22.02047231654103,0.6426866853237152
17,1.0175687742233277,0.008591526299715041,0.44008888721466066,0.4513321113586426,21.983136091177165,0.6761588191986084,22.864953790848173,0.6632899633049965
18,1.001276545524597,0.008320133201777935,0.4199988341331482,0.4077223837375641,22.110988171423323,0.6838786888122559,22.289463666584574,0.6572571155428887
19,1.0084219241142274,0.008345130980014801,0.3264820241928101,0.33049865007400514,22.154386617786272,0.6891939234733582,22.375988123213382,0.6679936107993126
20,0.9890672874450683,0.008411702252924442,0.37572813987731934,0.36374038457870483,22.10326100355563,0.6950703549385071,20.753114509612203,0.6656048807501793
21,0.9995837497711182,0.00869676623493433,0.40995258688926695,0.4090640938282013,21.89014064823085,0.6918436336517334,22.485941697814972,0.6724765557050705
22,1.0001319074630737,0.008231356702744962,0.41224258542060854,0.4118772208690643,22.217718178605523,0.6949481749534607,22.591977738708607,0.6781498390436173
23,1.0025199484825134,0.007691347599029541,0.47581992745399476,0.4773389041423798,22.466130542547486,0.7111705756187439,22.890963300053286,0.6828832149505615
24,1.0048615646362304,0.00791678473353386,0.30846293926239016,0.27968360006809234,22.502404354917672,0.702782530784607,22.419710346796016,0.6860887482762337
25,1.0097515439987184,0.008274182341992856,0.058133064853027466,0.06090293511748314,22.377284524611706,0.7098468780517578,23.037738207135,0.6830173447728157
26,0.9986872363090515,0.007386554051190614,0.006980776285713546,0.003777149130810358,23.01743271394762,0.7135790371894837,23.596655829002295,0.6997590166330337
27,0.9999986886978149,0.007654549330472946,0.013265497107931878,0.012986646197678055,22.923933808373068,0.7197009992599487,23.591271097736847,0.7016818794608116
28,1.0017767667770385,0.007785831987857819,0.015126853037509136,0.01697370218811557,22.785720851416976,0.7148358774185181,22.998600154940863,0.69838537722826
29,0.9977438449859619,0.008029810823500157,0.01516304182820022,0.012356812957441433,22.559695984349837,0.7114306354522705,21.62865771562396,0.6886142659187316
30,1.003431396484375,0.00837642841041088,0.006659702469041804,0.010290855010171072,22.316998002637078,0.704967942237854,22.40444349241855,0.6922161611914635
31,0.9998470449447632,0.007759614810347557,0.006140078676571648,0.004908322902515465,22.705365534724116,0.7249517941474914,22.948114229961455,0.704410283267498
32,0.9991944980621338,0.008421846814453602,0.0018460361615143485,0.0006801987190556246,22.28918007098055,0.7155236053466797,22.357854293626325,0.6940536028146744
33,1.0003002524375915,0.007980277575552464,0.0007681126908028091,0.0009840692508396387,22.534297016343906,0.7210410237312317,21.259979981017608,0.7012540522217751
34,1.000042405128479,0.00786219147965312,0.0013874607400407512,0.0011101542439791957,22.6466173737372,0.7186725568771363,23.52905328081631,0.7070003679394722
35,0.9991657638549805,0.007732695490121841,0.003223514357684962,0.002123757943190867,22.745303779655604,0.7361594772338867,23.086841029430186,0.7078072136640549
